Timestamp,ChunkStart,ChunkEnd,ChunkSize,ServerIp,ProcessingTime,TotalTime,PasswordFound,Granularity
2026-03-29 21:26:52,620001,630000,9999,192.168.1.67,120,126,True,10000
2026-03-29 21:26:52,630001,640000,9999,192.168.1.67,121,127,True,10000
2026-03-29 21:26:53,640001,650000,9999,192.168.1.67,131,138,True,10000
2026-03-29 21:26:53,650001,660000,9999,192.168.1.67,126,130,True,10000
2026-03-29 21:26:53,660001,670000,9999,192.168.1.67,129,135,True,10000
2026-03-29 21:26:53,670001,680000,9999,192.168.1.67,116,120,True,10000
2026-03-29 21:26:53,680001,690000,9999,192.168.1.67,238,242,True,10000
2026-03-29 21:26:53,690001,700000,9999,192.168.1.67,122,126,True,10000
2026-03-29 21:26:54,700001,710000,9999,192.168.1.67,118,122,True,10000
2026-03-29 21:26:54,710001,720000,9999,192.168.1.67,119,123,True,10000
2026-03-29 21:26:54,720001,730000,9999,192.168.1.67,125,130,True,10000
2026-03-29 21:26:54,730001,740000,9999,192.168.1.67,124,128,True,10000
2026-03-29 21:26:54,740001,750000,9999,192.168.1.67,137,141,True,10000
2026-03-29 21:26:54,750001,760000,9999,192.168.1.67,139,143,True,10000
2026-03-29 21:26:54,760001,770000,9999,192.168.1.67,137,141,True,10000
2026-03-29 21:26:55,770001,780000,9999,192.168.1.67,136,142,True,10000
2026-03-29 21:26:55,780001,790000,9999,192.168.1.67,138,143,True,10000
2026-03-29 21:26:55,790001,800000,9999,192.168.1.67,148,152,True,10000
2026-03-29 21:26:55,800001,810000,9999,192.168.1.67,159,163,True,10000
2026-03-29 21:26:55,810001,820000,9999,192.168.1.67,163,168,True,10000
2026-03-29 21:26:55,820001,830000,9999,192.168.1.67,156,161,True,10000
2026-03-29 21:26:55,830001,840000,9999,192.168.1.67,151,155,True,10000
2026-03-29 21:26:56,840001,850000,9999,192.168.1.67,172,177,True,10000
2026-03-29 21:26:56,850001,860000,9999,192.168.1.67,153,157,True,10000
2026-03-29 21:26:56,860001,870000,9999,192.168.1.67,157,162,True,10000
2026-03-29 21:26:56,870001,880000,9999,192.168.1.67,161,165,True,10000
2026-03-29 21:26:56,880001,890000,9999,192.168.1.67,156,160,True,10000
2026-03-29 21:26:56,890001,900000,9999,192.168.1.67,169,173,True,10000
2026-03-29 21:26:57,900001,910000,9999,192.168.1.67,153,159,True,10000
2026-03-29 21:26:57,910001,920000,9999,192.168.1.67,150,155,True,10000
2026-03-29 21:26:57,920001,930000,9999,192.168.1.67,184,191,True,10000
2026-03-29 21:26:57,930001,940000,9999,192.168.1.67,235,240,True,10000
2026-03-29 21:26:57,940001,950000,9999,192.168.1.67,178,184,True,10000
2026-03-29 21:26:58,950001,960000,9999,192.168.1.67,170,175,True,10000
2026-03-29 21:26:58,960001,970000,9999,192.168.1.67,168,173,True,10000
2026-03-29 21:26:58,970001,980000,9999,192.168.1.67,165,169,True,10000
2026-03-29 21:26:58,980001,990000,9999,192.168.1.67,164,168,True,10000
2026-03-29 21:26:58,990001,1000000,9999,192.168.1.67,185,189,True,10000
2026-03-29 21:28:02,1,10000,9999,192.168.1.67,21,25,True,10000
2026-03-29 21:28:02,10001,20000,9999,192.168.1.67,25,30,True,10000
2026-03-29 21:28:02,20001,30000,9999,192.168.1.67,23,28,True,10000
2026-03-29 21:28:02,30001,40000,9999,192.168.1.67,24,28,True,10000
2026-03-29 21:28:02,40001,50000,9999,192.168.1.67,25,28,True,10000
2026-03-29 21:28:02,50001,60000,9999,192.168.1.67,26,30,True,10000
2026-03-29 21:28:02,60001,70000,9999,192.168.1.67,31,35,True,10000
2026-03-29 21:28:02,70001,80000,9999,192.168.1.67,32,36,True,10000
2026-03-29 21:28:02,80001,90000,9999,192.168.1.67,35,39,True,10000
2026-03-29 21:28:02,90001,100000,9999,192.168.1.67,35,39,True,10000
2026-03-29 21:28:02,100001,110000,9999,192.168.1.67,37,43,True,10000
2026-03-29 21:28:02,110001,120000,9999,192.168.1.67,39,43,True,10000
2026-03-29 21:28:02,120001,130000,9999,192.168.1.67,40,44,True,10000
2026-03-29 21:28:02,130001,140000,9999,192.168.1.67,41,45,True,10000
2026-03-29 21:28:02,140001,150000,9999,192.168.1.67,44,48,True,10000
2026-03-29 21:28:02,150001,160000,9999,192.168.1.67,62,67,True,10000
2026-03-29 21:28:02,160001,170000,9999,192.168.1.67,46,51,True,10000
2026-03-29 21:28:02,170001,180000,9999,192.168.1.67,46,51,True,10000
2026-03-29 21:28:03,180001,190000,9999,192.168.1.67,49,52,True,10000
2026-03-29 21:28:03,190001,200000,9999,192.168.1.67,57,61,True,10000
2026-03-29 21:28:03,200001,210000,9999,192.168.1.67,61,66,True,10000
2026-03-29 21:28:03,210001,220000,9999,192.168.1.67,57,61,True,10000
2026-03-29 21:28:03,220001,230000,9999,192.168.1.67,56,60,True,10000
2026-03-29 21:28:03,230001,240000,9999,192.168.1.67,65,70,True,10000
2026-03-29 21:28:03,240001,250000,9999,192.168.1.67,103,111,True,10000
2026-03-29 21:28:03,250001,260000,9999,192.168.1.67,72,77,True,10000
2026-03-29 21:28:03,260001,270000,9999,192.168.1.67,63,67,True,10000
2026-03-29 21:28:03,270001,280000,9999,192.168.1.67,64,69,True,10000
2026-03-29 21:28:03,280001,290000,9999,192.168.1.67,69,74,True,10000
2026-03-29 21:28:03,290001,300000,9999,192.168.1.67,65,69,True,10000
2026-03-29 21:28:03,300001,310000,9999,192.168.1.67,67,71,True,10000
2026-03-29 21:28:03,310001,320000,9999,192.168.1.67,68,72,True,10000
2026-03-29 21:28:04,320001,330000,9999,192.168.1.67,76,80,True,10000
2026-03-29 21:28:04,330001,340000,9999,192.168.1.67,70,74,True,10000
2026-03-29 21:28:04,340001,350000,9999,192.168.1.67,74,78,True,10000
2026-03-29 21:28:04,350001,360000,9999,192.168.1.67,82,86,True,10000
2026-03-29 21:28:04,360001,370000,9999,192.168.1.67,76,80,True,10000
2026-03-29 21:28:04,370001,380000,9999,192.168.1.67,76,80,True,10000
2026-03-29 21:28:04,380001,390000,9999,192.168.1.67,88,92,True,10000
2026-03-29 21:28:04,390001,400000,9999,192.168.1.67,82,86,True,10000
2026-03-29 21:28:04,400001,410000,9999,192.168.1.67,84,89,True,10000
2026-03-29 21:28:04,410001,420000,9999,192.168.1.67,89,94,True,10000
2026-03-29 21:28:04,420001,430000,9999,192.168.1.67,86,90,True,10000
2026-03-29 21:28:05,430001,440000,9999,192.168.1.67,88,92,True,10000
2026-03-29 21:28:05,440001,450000,9999,192.168.1.67,94,99,True,10000
2026-03-29 21:28:05,450001,460000,9999,192.168.1.67,109,116,True,10000
2026-03-29 21:28:05,460001,470000,9999,192.168.1.67,97,102,True,10000
2026-03-29 21:28:05,470001,480000,9999,192.168.1.67,101,105,True,10000
2026-03-29 21:28:05,480001,490000,9999,192.168.1.67,93,98,True,10000
2026-03-29 21:28:05,490001,500000,9999,192.168.1.67,105,109,True,10000
2026-03-29 21:28:05,500001,510000,9999,192.168.1.67,102,107,True,10000
2026-03-29 21:28:05,510001,520000,9999,192.168.1.67,102,108,True,10000
2026-03-29 21:28:06,520001,530000,9999,192.168.1.67,96,100,True,10000
2026-03-29 21:28:06,530001,540000,9999,192.168.1.67,99,103,True,10000
2026-03-29 21:28:06,540001,550000,9999,192.168.1.67,96,100,True,10000
2026-03-29 21:28:06,550001,560000,9999,192.168.1.67,97,101,True,10000
2026-03-29 21:28:06,560001,570000,9999,192.168.1.67,102,106,True,10000
2026-03-29 21:28:06,570001,580000,9999,192.168.1.67,94,98,True,10000
2026-03-29 21:28:06,580001,590000,9999,192.168.1.67,131,137,True,10000
2026-03-29 21:28:06,590001,600000,9999,192.168.1.67,109,113,True,10000
2026-03-29 21:28:06,600001,610000,9999,192.168.1.67,116,120,True,10000
2026-03-29 21:28:07,610001,620000,9999,192.168.1.67,113,117,True,10000
2026-03-29 21:28:07,620001,630000,9999,192.168.1.67,125,130,True,10000
2026-03-29 21:28:07,630001,640000,9999,192.168.1.67,123,128,True,10000
2026-03-29 21:28:07,640001,650000,9999,192.168.1.67,170,175,True,10000
2026-03-29 21:28:07,650001,660000,9999,192.168.1.67,188,195,True,10000
2026-03-29 21:28:07,660001,670000,9999,192.168.1.67,166,173,True,10000
2026-03-29 21:28:08,670001,680000,9999,192.168.1.67,128,133,True,10000
2026-03-29 21:28:08,680001,690000,9999,192.168.1.67,131,137,True,10000
2026-03-29 21:28:08,690001,700000,9999,192.168.1.67,122,127,True,10000
2026-03-29 21:28:08,700001,710000,9999,192.168.1.67,122,128,True,10000
2026-03-29 21:28:08,710001,720000,9999,192.168.1.67,122,126,True,10000
2026-03-29 21:28:08,720001,730000,9999,192.168.1.67,120,125,True,10000
2026-03-29 21:28:08,730001,740000,9999,192.168.1.67,130,133,True,10000
2026-03-29 21:28:08,740001,750000,9999,192.168.1.67,129,134,True,10000
2026-03-29 21:28:09,750001,760000,9999,192.168.1.67,144,148,True,10000
2026-03-29 21:28:09,760001,770000,9999,192.168.1.67,140,145,True,10000
2026-03-29 21:28:09,770001,780000,9999,192.168.1.67,136,140,True,10000
2026-03-29 21:28:09,780001,790000,9999,192.168.1.67,149,155,True,10000
2026-03-29 21:28:09,790001,800000,9999,192.168.1.67,207,213,True,10000
2026-03-29 21:28:09,800001,810000,9999,192.168.1.67,183,187,True,10000
2026-03-29 21:28:10,810001,820000,9999,192.168.1.67,159,163,True,10000
2026-03-29 21:28:10,820001,830000,9999,192.168.1.67,152,158,True,10000
2026-03-29 21:28:10,830001,840000,9999,192.168.1.67,149,154,True,10000
2026-03-29 21:28:10,840001,850000,9999,192.168.1.67,144,148,True,10000
2026-03-29 21:28:10,850001,860000,9999,192.168.1.67,149,153,True,10000
2026-03-29 21:28:10,860001,870000,9999,192.168.1.67,185,191,True,10000
2026-03-29 21:28:11,870001,880000,9999,192.168.1.67,171,176,True,10000
2026-03-29 21:28:11,880001,890000,9999,192.168.1.67,171,177,True,10000
2026-03-29 21:28:11,890001,900000,9999,192.168.1.67,208,214,True,10000
2026-03-29 21:28:11,900001,910000,9999,192.168.1.67,205,212,True,10000
2026-03-29 21:28:11,910001,920000,9999,192.168.1.67,210,216,True,10000
2026-03-29 21:28:12,920001,930000,9999,192.168.1.67,240,247,True,10000
2026-03-29 21:28:12,930001,940000,9999,192.168.1.67,189,193,True,10000
2026-03-29 21:28:12,940001,950000,9999,192.168.1.67,175,179,True,10000
2026-03-29 21:28:12,950001,960000,9999,192.168.1.67,158,163,True,10000
2026-03-29 21:28:12,960001,970000,9999,192.168.1.67,163,170,True,10000
2026-03-29 21:28:13,970001,980000,9999,192.168.1.67,152,156,True,10000
2026-03-29 21:28:13,980001,990000,9999,192.168.1.67,168,176,True,10000
2026-03-29 21:28:13,990001,1000000,9999,192.168.1.67,176,180,True,10000
2026-03-30 21:52:06,1,10000,9999,192.168.1.67,101,167,True,10000
2026-03-30 21:52:06,10001,20000,9999,192.168.1.67,42,49,True,10000
2026-03-30 21:52:07,20001,30000,9999,192.168.1.67,43,49,True,10000
2026-03-30 21:52:07,30001,40000,9999,192.168.1.67,46,51,True,10000
2026-03-30 21:52:07,40001,50000,9999,192.168.1.67,99,103,True,10000
2026-03-30 21:52:07,50001,60000,9999,192.168.1.67,34,41,True,10000
2026-03-30 21:52:07,60001,70000,9999,192.168.1.67,36,40,True,10000
2026-03-30 21:52:07,70001,80000,9999,192.168.1.67,41,45,True,10000
2026-03-30 21:52:07,80001,90000,9999,192.168.1.67,49,53,True,10000
2026-03-30 21:52:07,90001,100000,9999,192.168.1.67,53,58,True,10000
2026-03-30 21:52:07,100001,110000,9999,192.168.1.67,50,54,True,10000
2026-03-30 21:52:07,110001,120000,9999,192.168.1.67,54,58,True,10000
2026-03-30 21:52:07,120001,130000,9999,192.168.1.67,54,57,True,10000
2026-03-30 21:52:07,130001,140000,9999,192.168.1.67,55,60,True,10000
2026-03-30 21:52:07,140001,150000,9999,192.168.1.67,56,61,True,10000
2026-03-30 21:52:07,150001,160000,9999,192.168.1.67,63,67,True,10000
2026-03-30 21:52:07,160001,170000,9999,192.168.1.67,67,72,True,10000
2026-03-30 21:52:08,170001,180000,9999,192.168.1.67,75,79,True,10000
2026-03-30 21:52:08,180001,190000,9999,192.168.1.67,82,87,True,10000
2026-03-30 21:52:08,190001,200000,9999,192.168.1.67,80,85,True,10000
2026-03-30 21:52:08,200001,210000,9999,192.168.1.67,89,93,True,10000
2026-03-30 21:52:08,210001,220000,9999,192.168.1.67,101,106,True,10000
2026-03-30 21:52:08,220001,230000,9999,192.168.1.67,111,115,True,10000
2026-03-30 21:52:08,230001,240000,9999,192.168.1.67,88,93,True,10000
2026-03-30 21:52:08,240001,250000,9999,192.168.1.67,90,94,True,10000
2026-03-30 21:52:08,250001,260000,9999,192.168.1.67,94,98,True,10000
2026-03-30 21:52:08,260001,270000,9999,192.168.1.67,97,100,True,10000
2026-03-30 21:52:09,270001,280000,9999,192.168.1.67,96,99,True,10000
2026-03-30 21:52:09,280001,290000,9999,192.168.1.67,89,93,True,10000
2026-03-30 21:52:09,290001,300000,9999,192.168.1.67,89,92,True,10000
2026-03-30 21:52:09,300001,310000,9999,192.168.1.67,86,89,True,10000
2026-03-30 21:52:09,310001,320000,9999,192.168.1.67,351,355,True,10000
2026-03-30 21:52:09,320001,330000,9999,192.168.1.67,93,97,True,10000
2026-03-30 21:52:09,330001,340000,9999,192.168.1.67,87,92,True,10000
2026-03-30 21:52:09,340001,350000,9999,192.168.1.67,78,82,True,10000
2026-03-30 21:52:10,350001,360000,9999,192.168.1.67,75,79,True,10000
2026-03-30 21:52:10,360001,370000,9999,192.168.1.67,73,77,True,10000
2026-03-30 21:52:10,370001,380000,9999,192.168.1.67,98,101,True,10000
2026-03-30 21:52:10,380001,390000,9999,192.168.1.67,92,95,True,10000
2026-03-30 21:52:10,390001,400000,9999,192.168.1.67,87,89,True,10000
2026-03-30 21:52:10,400001,410000,9999,192.168.1.67,83,86,True,10000
2026-03-30 21:52:10,410001,420000,9999,192.168.1.67,87,90,True,10000
2026-03-30 21:52:10,420001,430000,9999,192.168.1.67,94,98,True,10000
2026-03-30 21:52:10,430001,440000,9999,192.168.1.67,83,86,True,10000
2026-03-30 21:52:10,440001,450000,9999,192.168.1.67,93,96,True,10000
2026-03-30 21:52:10,450001,460000,9999,192.168.1.67,97,100,True,10000
2026-03-30 21:52:11,460001,470000,9999,192.168.1.67,95,98,True,10000
2026-03-30 21:52:11,470001,480000,9999,192.168.1.67,107,110,True,10000
2026-03-30 21:52:11,480001,490000,9999,192.168.1.67,122,126,True,10000
2026-03-30 21:52:11,490001,500000,9999,192.168.1.67,102,105,True,10000
2026-03-30 21:52:11,500001,510000,9999,192.168.1.67,96,99,True,10000
2026-03-30 21:52:11,510001,520000,9999,192.168.1.67,90,92,True,10000
2026-03-30 21:52:11,520001,530000,9999,192.168.1.67,101,103,True,10000
2026-03-30 21:52:11,530001,540000,9999,192.168.1.67,97,100,True,10000
2026-03-30 21:52:11,540001,550000,9999,192.168.1.67,86,89,True,10000
2026-03-30 21:52:11,550001,560000,9999,192.168.1.67,82,85,True,10000
2026-03-30 21:52:12,560001,570000,9999,192.168.1.67,81,84,True,10000
2026-03-30 21:52:12,570001,580000,9999,192.168.1.67,93,96,True,10000
2026-03-30 21:52:12,580001,590000,9999,192.168.1.67,104,106,True,10000
2026-03-30 21:52:12,590001,600000,9999,192.168.1.67,112,115,True,10000
2026-03-30 21:52:12,600001,610000,9999,192.168.1.67,146,149,True,10000
2026-03-30 21:52:12,610001,620000,9999,192.168.1.67,138,141,True,10000
2026-03-30 21:52:12,620001,630000,9999,192.168.1.67,143,146,True,10000
2026-03-30 21:52:12,630001,640000,9999,192.168.1.67,139,142,True,10000
2026-03-30 21:52:13,640001,650000,9999,192.168.1.67,138,140,True,10000
2026-03-30 21:52:13,650001,660000,9999,192.168.1.67,92,95,True,10000
2026-03-30 21:52:13,660001,670000,9999,192.168.1.67,90,93,True,10000
2026-03-30 21:52:13,670001,680000,9999,192.168.1.67,92,95,True,10000
2026-03-30 21:52:13,680001,690000,9999,192.168.1.67,89,91,True,10000
2026-03-30 21:52:13,690001,700000,9999,192.168.1.67,144,147,True,10000
2026-03-30 21:52:13,700001,710000,9999,192.168.1.67,89,92,True,10000
2026-03-30 21:52:13,710001,720000,9999,192.168.1.67,94,97,True,10000
2026-03-30 21:52:14,720001,730000,9999,192.168.1.67,136,139,True,10000
2026-03-30 21:52:14,730001,740000,9999,192.168.1.67,115,118,True,10000
2026-03-30 21:52:14,740001,750000,9999,192.168.1.67,105,107,True,10000
2026-03-30 21:52:14,750001,760000,9999,192.168.1.67,86,89,True,10000
2026-03-30 21:52:14,760001,770000,9999,192.168.1.67,91,93,True,10000
2026-03-30 21:52:14,770001,780000,9999,192.168.1.67,101,103,True,10000
2026-03-30 21:52:14,780001,790000,9999,192.168.1.67,101,104,True,10000
2026-03-30 21:52:14,790001,800000,9999,192.168.1.67,101,105,True,10000
2026-03-30 21:52:14,800001,810000,9999,192.168.1.67,234,237,True,10000
2026-03-30 21:52:15,810001,820000,9999,192.168.1.67,112,115,True,10000
2026-03-30 21:52:15,820001,830000,9999,192.168.1.67,107,110,True,10000
2026-03-30 21:52:15,830001,840000,9999,192.168.1.67,111,113,True,10000
2026-03-30 21:52:15,840001,850000,9999,192.168.1.67,121,124,True,10000
2026-03-30 21:52:15,850001,860000,9999,192.168.1.67,109,111,True,10000
2026-03-30 21:52:15,860001,870000,9999,192.168.1.67,106,109,True,10000
2026-03-30 21:52:15,870001,880000,9999,192.168.1.67,105,108,True,10000
2026-03-30 21:52:15,880001,890000,9999,192.168.1.67,111,113,True,10000
2026-03-30 21:52:16,890001,900000,9999,192.168.1.67,107,109,True,10000
2026-03-30 21:52:16,900001,910000,9999,192.168.1.67,130,133,True,10000
2026-03-30 21:52:16,910001,920000,9999,192.168.1.67,111,113,True,10000
2026-03-30 21:52:16,920001,930000,9999,192.168.1.67,119,122,True,10000
2026-03-30 21:52:16,930001,940000,9999,192.168.1.67,121,124,True,10000
2026-03-30 21:52:16,940001,950000,9999,192.168.1.67,139,142,True,10000
2026-03-30 21:52:16,950001,960000,9999,192.168.1.67,141,144,True,10000
2026-03-30 21:52:16,960001,970000,9999,192.168.1.67,161,164,True,10000
2026-03-30 21:52:17,970001,980000,9999,192.168.1.67,108,112,True,10000
2026-03-30 21:52:17,980001,990000,9999,192.168.1.67,102,105,True,10000
2026-03-30 21:52:17,990001,1000000,9999,192.168.1.67,100,103,True,10000
2026-03-30 21:59:03,1,10000,9999,192.168.1.67,82,114,True,10000
2026-03-30 21:59:03,10001,20000,9999,192.168.1.67,43,49,True,10000
2026-03-30 21:59:03,20001,30000,9999,192.168.1.67,44,50,True,10000
2026-03-30 21:59:03,30001,40000,9999,192.168.1.67,49,55,True,10000
2026-03-30 21:59:03,40001,50000,9999,192.168.1.67,50,55,True,10000
2026-03-30 21:59:03,50001,60000,9999,192.168.1.67,66,71,True,10000
2026-03-30 21:59:03,60001,70000,9999,192.168.1.67,48,54,True,10000
2026-03-30 21:59:03,70001,80000,9999,192.168.1.67,42,46,True,10000
2026-03-30 21:59:04,80001,90000,9999,192.168.1.67,43,48,True,10000
2026-03-30 21:59:04,90001,100000,9999,192.168.1.67,48,54,True,10000
2026-03-30 21:59:04,100001,110000,9999,192.168.1.67,53,58,True,10000
2026-03-30 21:59:04,110001,120000,9999,192.168.1.67,57,63,True,10000
2026-03-30 21:59:04,120001,130000,9999,192.168.1.67,55,60,True,10000
2026-03-30 21:59:04,130001,140000,9999,192.168.1.67,61,66,True,10000
2026-03-30 21:59:04,140001,150000,9999,192.168.1.67,52,56,True,10000
2026-03-30 21:59:04,150001,160000,9999,192.168.1.67,51,54,True,10000
2026-03-30 21:59:04,160001,170000,9999,192.168.1.67,50,55,True,10000
2026-03-30 21:59:04,170001,180000,9999,192.168.1.67,66,70,True,10000
2026-03-30 21:59:04,180001,190000,9999,192.168.1.67,88,92,True,10000
2026-03-30 21:59:04,190001,200000,9999,192.168.1.67,91,95,True,10000
2026-03-30 21:59:04,200001,210000,9999,192.168.1.67,91,94,True,10000
2026-03-30 21:59:04,210001,220000,9999,192.168.1.67,87,91,True,10000
2026-03-30 21:59:05,220001,230000,9999,192.168.1.67,101,105,True,10000
2026-03-30 21:59:05,230001,240000,9999,192.168.1.67,101,105,True,10000
2026-03-30 21:59:05,240001,250000,9999,192.168.1.67,101,105,True,10000
2026-03-30 21:59:05,250001,260000,9999,192.168.1.67,104,108,True,10000
2026-03-30 21:59:05,260001,270000,9999,192.168.1.67,108,112,True,10000
2026-03-30 21:59:05,270001,280000,9999,192.168.1.67,103,107,True,10000
2026-03-30 21:59:05,280001,290000,9999,192.168.1.67,94,98,True,10000
2026-03-30 21:59:05,290001,300000,9999,192.168.1.67,102,107,True,10000
2026-03-30 21:59:05,300001,310000,9999,192.168.1.67,96,99,True,10000
2026-03-30 21:59:06,310001,320000,9999,192.168.1.67,92,95,True,10000
2026-03-30 21:59:06,320001,330000,9999,192.168.1.67,93,96,True,10000
2026-03-30 21:59:06,330001,340000,9999,192.168.1.67,85,88,True,10000
2026-03-30 21:59:06,340001,350000,9999,192.168.1.67,95,98,True,10000
2026-03-30 21:59:06,350001,360000,9999,192.168.1.67,81,86,True,10000
2026-03-30 21:59:06,360001,370000,9999,192.168.1.67,80,82,True,10000
2026-03-30 21:59:06,370001,380000,9999,192.168.1.67,84,86,True,10000
2026-03-30 21:59:06,380001,390000,9999,192.168.1.67,108,111,True,10000
2026-03-30 21:59:06,390001,400000,9999,192.168.1.67,119,123,True,10000
2026-03-30 21:59:06,400001,410000,9999,192.168.1.67,106,110,True,10000
2026-03-30 21:59:07,410001,420000,9999,192.168.1.67,106,109,True,10000
2026-03-30 21:59:07,420001,430000,9999,192.168.1.67,111,113,True,10000
2026-03-30 21:59:07,430001,440000,9999,192.168.1.67,111,114,True,10000
2026-03-30 21:59:07,440001,450000,9999,192.168.1.67,121,124,True,10000
2026-03-30 21:59:07,450001,460000,9999,192.168.1.67,125,128,True,10000
2026-03-30 21:59:08,460001,470000,9999,192.168.1.67,452,455,True,10000
2026-03-30 21:59:08,470001,480000,9999,192.168.1.67,84,92,True,10000
2026-03-30 21:59:08,480001,490000,9999,192.168.1.67,80,83,True,10000
2026-03-30 21:59:08,490001,500000,9999,192.168.1.67,80,83,True,10000
2026-03-30 21:59:08,500001,510000,9999,192.168.1.67,75,78,True,10000
2026-03-30 21:59:08,510001,520000,9999,192.168.1.67,64,67,True,10000
2026-03-30 21:59:08,520001,530000,9999,192.168.1.67,67,69,True,10000
2026-03-30 21:59:08,530001,540000,9999,192.168.1.67,69,72,True,10000
2026-03-30 21:59:08,540001,550000,9999,192.168.1.67,64,67,True,10000
